sequence_id	token_id	morpheme	tag	sequence
seq_1725	1	pa	NOUN	ra pa ma
seq_1726	2	ma	NOUN	ra pa ma
seq_1294	0	na	NOUN	na pa gh ku
seq_1295	1	pa	NOUN	na pa gh ku
seq_1295	2	gh	NOUN	na pa gh ku
seq_1295	3	ku	NOUN	na pa gh ku
seq_1295	0	na	NOUN	na ba ka pa
seq_1296	1	ba	ADJ	na ba ka pa
seq_1296	2	ka	NOUN	na ba ka pa
seq_1296	3	pa	NOUN	na ba ka pa
seq_1729	0	na	NOUN	na pa na
seq_1729	1	pa	NOUN	na pa na
seq_1729	2	na	NOUN	na pa na
seq_1730	0	ka	NOUN	ka ta ma
seq_1730	1	ta	NOUN	ka ta ma
seq_1730	2	ma	NOUN	ka ta ma
seq_1298	0	mu	NOUN	mu sa la ma
seq_1298	1	sa	NOUN	mu sa la ma
seq_1298	2	la	ADJ	mu sa la ma
seq_1299	3	ma	NOUN	mu sa la ma
seq_1299	0	bh	VERB	bh ba sa ra
seq_1299	1	ba	ADJ	bh ba sa ra
seq_1299	2	sa	NOUN	bh ba sa ra
seq_1300	3	ra	NOUN	bh ba sa ra
seq_1733	0	ta	NOUN	ta la gh
seq_1734	1	la	ADJ	ta la gh
seq_1734	2	gh	NOUN	ta la gh
seq_1040	0	ku	NOUN	ku pu na na ka
seq_1041	1	pu	ADJ	ku pu na na ka
seq_1041	2	na	NOUN	ku pu na na ka
seq_1041	3	na	NOUN	ku pu na na ka
seq_1041	4	ka	NOUN	ku pu na na ka
seq_1736	0	ka	NOUN	ka ba ku
seq_1736	1	ba	ADJ	ka ba ku
seq_1737	2	ku	NOUN	ka ba ku
seq_1042	0	ga	ADJ	ga ra pa ku la
seq_1042	1	ra	NOUN	ga ra pa ku la
seq_1042	2	pa	NOUN	ga ra pa ku la
seq_1043	3	ku	NOUN	ga ra pa ku la
seq_1043	4	la	ADJ	ga ra pa ku la
seq_1739	0	ka	NOUN	ka pa ta
seq_1739	1	pa	NOUN	ka pa ta
seq_1739	2	ta	NOUN	ka pa ta
seq_1740	0	ma	NOUN	ma la an
seq_1740	1	la	ADJ	ma la an
seq_1740	2	an	ADP	ma la an
seq_870	0	ta	NOUN	ta la ba ta na la
seq_870	1	la	ADJ	ta la ba ta na la
seq_870	2	ba	ADJ	ta la ba ta na la
seq_871	3	ta	NOUN	ta la ba ta na la
seq_871	4	na	NOUN	ta la ba ta na la
seq_871	5	la	ADJ	ta la ba ta na la
seq_871	0	sa	NOUN	sa ba pa dh na ra
seq_871	1	ba	ADJ	sa ba pa dh na ra
seq_871	2	pa	NOUN	sa ba pa dh na ra
seq_872	3	dh	VERB	sa ba pa dh na ra
seq_872	4	na	NOUN	sa ba pa dh na ra
seq_872	5	ra	NOUN	sa ba pa dh na ra
seq_1047	0	pa	NOUN	pa pa ka dh pa
seq_1047	1	pa	NOUN	pa pa ka dh pa
seq_1047	2	ka	NOUN	pa pa ka dh pa
seq_1047	3	dh	VERB	pa pa ka dh pa
seq_1047	4	pa	NOUN	pa pa ka dh pa
seq_1746	0	sa	NOUN	sa na la
seq_1747	1	na	NOUN	sa na la
seq_1747	2	la	ADJ	sa na la
seq_1048	0	na	NOUN	na na gh ba pa
seq_1048	1	na	NOUN	na na gh ba pa
seq_1049	2	gh	NOUN	na na gh ba pa
seq_1049	3	ba	ADJ	na na gh ba pa
seq_1049	4	pa	NOUN	na na gh ba pa
seq_749	0	ja	VERB	ja na ra na pa ka pa
seq_749	1	na	NOUN	ja na ra na pa ka pa
seq_750	2	ra	NOUN	ja na ra na pa ka pa
seq_750	3	na	NOUN	ja na ra na pa ka pa
seq_750	4	pa	NOUN	ja na ra na pa ka pa
seq_750	5	ka	NOUN	ja na ra na pa ka pa
seq_750	6	pa	NOUN	ja na ra na pa ka pa
seq_1313	0	ta	NOUN	ta la ra ka
seq_1314	1	la	ADJ	ta la ra ka
seq_1314	2	ra	NOUN	ta la ra ka
seq_1314	3	ka	NOUN	ta la ra ka
seq_1753	0	la	ADJ	la la ga
seq_1753	1	la	ADJ	la la ga
seq_1753	2	ga	ADJ	la la ga
seq_1754	0	ta	NOUN	ta mu ra
seq_1754	1	mu	NOUN	ta mu ra
seq_1754	2	ra	NOUN	ta mu ra
seq_1316	0	sa	NOUN	sa ch na ra
seq_1316	1	ch	NOUN	sa ch na ra
seq_1316	2	na	NOUN	sa ch na ra
seq_1317	3	ra	NOUN	sa ch na ra
seq_1053	0	nan	NUM	nan ga ja ja ku
seq_1054	1	ga	ADJ	nan ga ja ja ku
seq_1054	2	ja	VERB	nan ga ja ja ku
seq_1054	3	ja	VERB	nan ga ja ja ku
seq_1054	4	ku	NOUN	nan ga ja ja ku
seq_1758	0	sa	NOUN	sa nan sa
seq_1758	1	nan	NUM	sa nan sa
seq_1758	2	sa	NOUN	sa nan sa
seq_1759	0	la	ADJ	la ta nan
seq_1759	1	ta	NOUN	la ta nan
seq_1759	2	nan	NUM	la ta nan
seq_1760	0	ta	NOUN	ta sa un
seq_1760	1	sa	NOUN	ta sa un
seq_1760	2	un	ADP	ta sa un
seq_1320	0	ta	NOUN	ta mu na pa
seq_1321	1	mu	NOUN	ta mu na pa
seq_1321	2	na	NOUN	ta mu na pa
seq_1321	3	pa	NOUN	ta mu na pa
seq_1321	0	ka	NOUN	ka ta ku dh
seq_1322	1	ta	NOUN	ka ta ku dh
seq_1322	2	ku	NOUN	ka ta ku dh
seq_1322	3	dh	VERB	ka ta ku dh
seq_1058	0	ra	NOUN	ra dh la ma ta
seq_1058	1	dh	VERB	ra dh la ma ta
seq_1058	2	la	ADJ	ra dh la ma ta
seq_1058	3	ma	NOUN	ra dh la ma ta
seq_1059	4	ta	NOUN	ra dh la ma ta
seq_1324	0	na	NOUN	na g dh pa
seq_1324	1	g	NOUN	na g dh pa
seq_1324	2	dh	VERB	na g dh pa
seq_1324	3	pa	NOUN	na g dh pa
seq_1060	0	la	ADJ	la sa sa ra pa
seq_1060	1	sa	NOUN	la sa sa ra pa
seq_1060	2	sa	NOUN	la sa sa ra pa
seq_1060	3	ra	NOUN	la sa sa ra pa
seq_1060	4	pa	NOUN	la sa sa ra pa
seq_884	0	ku	NOUN	ku pa na na na ka
seq_884	1	pa	NOUN	ku pa na na na ka
seq_884	2	na	NOUN	ku pa na na na ka
seq_884	3	na	NOUN	ku pa na na na ka
seq_884	4	na	NOUN	ku pa na na na ka
seq_885	5	ka	NOUN	ku pa na na na ka
seq_1770	0	la	ADJ	la gh ka
seq_1770	1	gh	NOUN	la gh ka
seq_1771	2	ka	NOUN	la gh ka
seq_1328	0	la	ADJ	la pa ja ra
seq_1328	1	pa	NOUN	la pa ja ra
seq_1329	2	ja	VERB	la pa ja ra
seq_1329	3	ra	NOUN	la pa ja ra
seq_1329	0	la	ADJ	la ra ma ma
seq_1329	1	ra	NOUN	la ra ma ma
seq_1330	2	ma	NOUN	la ra ma ma
seq_1330	3	ma	NOUN	la ra ma ma
seq_1064	0	la	ADJ	la ka nan ma dh
seq_1064	1	ka	NOUN	la ka nan ma dh
seq_1064	2	nan	NUM	la ka nan ma dh
seq_1065	3	ma	NOUN	la ka nan ma dh
seq_1065	4	dh	VERB	la ka nan ma dh
seq_1331	0	la	ADJ	la ka g na
seq_1332	1	ka	NOUN	la ka g na
seq_1332	2	g	NOUN	la ka g na
seq_1332	3	na	NOUN	la ka g na
seq_888	0	g	NOUN	g na ga ku ta sa
seq_888	1	na	NOUN	g na ga ku ta sa
seq_888	2	ga	ADJ	g na ga ku ta sa
seq_889	3	ku	NOUN	g na ga ku ta sa
seq_889	4	ta	NOUN	g na ga ku ta sa
seq_889	5	sa	NOUN	g na ga ku ta sa
seq_1779	0	ch	NOUN	ch bh pa
seq_1779	1	bh	VERB	ch bh pa
seq_1779	2	pa	NOUN	ch bh pa
seq_1780	0	bh	VERB	bh ra ta
seq_1780	1	ra	NOUN	bh ra ta
seq_1780	2	ta	NOUN	bh ra ta
seq_1781	0	pa	NOUN	pa pa ha
seq_1781	1	pa	NOUN	pa pa ha
seq_1781	2	ha	NOUN	pa pa ha
seq_1336	0	ku	NOUN	ku pa pa ka
seq_1336	1	pa	NOUN	ku pa pa ka
seq_1337	2	pa	NOUN	ku pa pa ka
seq_1337	3	ka	NOUN	ku pa pa ka
seq_1783	0	ku	NOUN	ku ka ka
seq_1783	1	ka	NOUN	ku ka ka
seq_1784	2	ka	NOUN	ku ka ka
seq_1784	0	ta	NOUN	ta na dh
seq_1784	1	na	NOUN	ta na dh
seq_1785	2	dh	VERB	ta na dh
seq_1785	0	ga	ADJ	ga sa la
seq_1785	1	sa	NOUN	ga sa la
seq_1786	2	la	ADJ	ga sa la
seq_1339	0	ba	ADJ	ba ta pa ja
seq_1340	1	ta	NOUN	ba ta pa ja
seq_1340	2	pa	NOUN	ba ta pa ja
seq_1340	3	ja	VERB	ba ta pa ja
seq_1787	0	pa	NOUN	pa na la
seq_1788	1	na	NOUN	pa na la
seq_1788	2	la	ADJ	pa na la
seq_1341	0	sa	NOUN	sa ka ra la
seq_1341	1	ka	NOUN	sa ka ra la
seq_1342	2	ra	NOUN	sa ka ra la
seq_1342	3	la	ADJ	sa ka ra la
seq_1074	0	pa	NOUN	pa bh ja ku pa
seq_1074	1	bh	VERB	pa bh ja ku pa
seq_1074	2	ja	VERB	pa bh ja ku pa
seq_1074	3	ku	NOUN	pa bh ja ku pa
seq_1074	4	pa	NOUN	pa bh ja ku pa
seq_1343	0	bh	VERB	bh ta pa ta
seq_1344	1	ta	NOUN	bh ta pa ta
seq_1344	2	pa	NOUN	bh ta pa ta
seq_1344	3	ta	NOUN	bh ta pa ta
seq_1793	0	ha	NOUN	ha pa ba
seq_1793	1	pa	NOUN	ha pa ba
seq_1793	2	ba	ADJ	ha pa ba
seq_1794	0	na	NOUN	na la ba
seq_1794	1	la	ADJ	na la ba
seq_1794	2	ba	ADJ	na la ba
seq_1795	0	ka	NOUN	ka ku ch
seq_1795	1	ku	NOUN	ka ku ch
seq_1795	2	ch	NOUN	ka ku ch
seq_1796	0	na	NOUN	na na ma
seq_1796	1	na	NOUN	na na ma
seq_1796	2	ma	NOUN	na na ma
seq_1347	0	ha	NOUN	ha pa ka ma
seq_1348	1	pa	NOUN	ha pa ka ma
seq_1348	2	ka	NOUN	ha pa ka ma
seq_1348	3	ma	NOUN	ha pa ka ma
seq_1079	0	na	NOUN	na na pa la ta
seq_1079	1	na	NOUN	na na pa la ta
seq_1079	2	pa	NOUN	na na pa la ta
seq_1079	3	la	ADJ	na na pa la ta
seq_1079	4	ta	NOUN	na na pa la ta
seq_1800	0	ku	NOUN	ku na la
seq_1800	1	na	NOUN	ku na la
seq_1800	2	la	ADJ	ku na la
seq_1801	0	ta	NOUN	ta sa nan
seq_1801	1	sa	NOUN	ta sa nan
seq_1801	2	nan	NUM	ta sa nan
seq_1351	0	la	ADJ	la gh gh na
seq_1351	1	gh	NOUN	la gh gh na
seq_1352	2	gh	NOUN	la gh gh na
seq_1352	3	na	NOUN	la gh gh na
seq_1082	0	la	ADJ	la mu ka pa sa
seq_1082	1	mu	NOUN	la mu ka pa sa
seq_1082	2	ka	NOUN	la mu ka pa sa
seq_1082	3	pa	NOUN	la mu ka pa sa
seq_1082	4	sa	NOUN	la mu ka pa sa
seq_1353	0	dh	VERB	dh sa gh na
seq_1354	1	sa	NOUN	dh sa gh na
seq_1354	2	gh	NOUN	dh sa gh na
seq_1354	3	na	NOUN	dh sa gh na
seq_1806	0	na	NOUN	na ka pu
seq_1806	1	ka	NOUN	na ka pu
seq_1807	2	pu	ADJ	na ka pu
seq_1355	0	ba	ADJ	ba ta na pa
seq_1355	1	ta	NOUN	ba ta na pa
seq_1356	2	na	NOUN	ba ta na pa
seq_1356	3	pa	NOUN	ba ta na pa
seq_1808	0	na	NOUN	na na bh
seq_1809	1	na	NOUN	na na bh
seq_1809	2	bh	VERB	na na bh
seq_1357	0	pa	NOUN	pa la na pa
seq_1357	1	la	ADJ	pa la na pa
seq_1357	2	na	NOUN	pa la na pa
seq_1358	3	pa	NOUN	pa la na pa
seq_1086	0	pa	NOUN	pa si sa ha na
seq_1086	1	si	VERB	pa si sa ha na
seq_1087	2	sa	NOUN	pa si sa ha na
seq_1087	3	ha	NOUN	pa si sa ha na
seq_1087	4	na	NOUN	pa si sa ha na
seq_1812	0	ta	NOUN	ta ta ka
seq_1813	1	ta	NOUN	ta ta ka
seq_1813	2	ka	NOUN	ta ta ka
seq_1360	0	la	ADJ	la nan pa g
seq_1360	1	nan	NUM	la nan pa g
seq_1360	2	pa	NOUN	la nan pa g
seq_1361	3	g	NOUN	la nan pa g
seq_1361	0	dh	VERB	dh bh ka ta
seq_1361	1	bh	VERB	dh bh ka ta
seq_1361	2	ka	NOUN	dh bh ka ta
seq_1362	3	ta	NOUN	dh bh ka ta
seq_1816	0	na	NOUN	na nan nan
seq_1816	1	nan	NUM	na nan nan
seq_1817	2	nan	NUM	na nan nan
seq_1817	0	ta	NOUN	ta ha ka
seq_1817	1	ha	NOUN	ta ha ka
seq_1818	2	ka	NOUN	ta ha ka
seq_1818	0	la	ADJ	la sa na
seq_1818	1	sa	NOUN	la sa na
seq_1819	2	na	NOUN	la sa na
seq_1819	0	ma	NOUN	ma pa ku
seq_1819	1	pa	NOUN	ma pa ku
seq_1820	2	ku	NOUN	ma pa ku
seq_1820	0	ku	NOUN	ku ka nan
seq_1820	1	ka	NOUN	ku ka nan
seq_1821	2	nan	NUM	ku ka nan
seq_683	0	na	NOUN	na ba pa la bh pa ga pa
seq_683	1	ba	ADJ	na ba pa la bh pa ga pa
seq_683	2	pa	NOUN	na ba pa la bh pa ga pa
seq_683	3	la	ADJ	na ba pa la bh pa ga pa
seq_683	4	bh	VERB	na ba pa la bh pa ga pa
seq_683	5	pa	NOUN	na ba pa la bh pa ga pa
seq_683	6	ga	ADJ	na ba pa la bh pa ga pa
seq_683	7	pa	NOUN	na ba pa la bh pa ga pa
seq_1824	0	ma	NOUN	ma nan na
seq_1824	1	nan	NUM	ma nan na
seq_1824	2	na	NOUN	ma nan na
seq_1825	0	la	ADJ	la ga ka
seq_1825	1	ga	ADJ	la ga ka
seq_1825	2	ka	NOUN	la ga ka
seq_1826	0	la	ADJ	la la bh
seq_1826	1	la	ADJ	la la bh
seq_1826	2	bh	VERB	la la bh
seq_1827	0	ta	NOUN	ta ma ta
seq_1827	1	ma	NOUN	ta ma ta
seq_1827	2	ta	NOUN	ta ma ta
seq_1828	0	sa	NOUN	sa la dh
seq_1828	1	la	ADJ	sa la dh
seq_1828	2	dh	VERB	sa la dh
seq_1829	0	ba	ADJ	ba ta ta
seq_1829	1	ta	NOUN	ba ta ta
seq_1829	2	ta	NOUN	ba ta ta
seq_1098	0	la	ADJ	la pa bh sa ba
seq_1098	1	pa	NOUN	la pa bh sa ba
seq_1098	2	bh	VERB	la pa bh sa ba
seq_1098	3	sa	NOUN	la pa bh sa ba
seq_1098	4	ba	ADJ	la pa bh sa ba
seq_1099	0	na	NOUN	na ka ka pa sa
seq_1099	1	ka	NOUN	na ka ka pa sa
seq_1099	2	ka	NOUN	na ka ka pa sa
seq_1099	3	pa	NOUN	na ka ka pa sa
seq_1099	4	sa	NOUN	na ka ka pa sa
seq_1100	0	la	ADJ	la g ka ma ka
seq_1100	1	g	NOUN	la g ka ma ka
seq_1100	2	ka	NOUN	la g ka ma ka
seq_1100	3	ma	NOUN	la g ka ma ka
seq_1100	4	ka	NOUN	la g ka ma ka
seq_1376	0	ba	ADJ	ba ta pa ba
seq_1376	1	ta	NOUN	ba ta pa ba
seq_1376	2	pa	NOUN	ba ta pa ba
seq_1377	3	ba	ADJ	ba ta pa ba
seq_1101	0	dh	VERB	dh ma na na ka
seq_1102	1	ma	NOUN	dh ma na na ka
seq_1102	2	na	NOUN	dh ma na na ka
seq_1102	3	na	NOUN	dh ma na na ka
seq_1102	4	ka	NOUN	dh ma na na ka
seq_1378	0	pa	NOUN	pa na si ra
seq_1378	1	na	NOUN	pa na si ra
seq_1379	2	si	VERB	pa na si ra
seq_1379	3	ra	NOUN	pa na si ra
seq_1839	0	la	ADJ	la ku la
seq_1839	1	ku	NOUN	la ku la
seq_1840	2	la	ADJ	la ku la
seq_1380	0	pa	NOUN	pa ka ku ba
seq_1380	1	ka	NOUN	pa ka ku ba
seq_1380	2	ku	NOUN	pa ka ku ba
seq_1381	3	ba	ADJ	pa ka ku ba
seq_1381	0	bh	VERB	bh ma pa ha
seq_1381	1	ma	NOUN	bh ma pa ha
seq_1381	2	pa	NOUN	bh ma pa ha
seq_1382	3	ha	NOUN	bh ma pa ha
seq_1105	0	ma	NOUN	ma ma na na bh
seq_1106	1	ma	NOUN	ma ma na na bh
seq_1106	2	na	NOUN	ma ma na na bh
seq_1106	3	na	NOUN	ma ma na na bh
seq_1106	4	bh	VERB	ma ma na na bh
seq_1383	0	pa	NOUN	pa ku ku dh
seq_1383	1	ku	NOUN	pa ku ku dh
seq_1384	2	ku	NOUN	pa ku ku dh
seq_1384	3	dh	VERB	pa ku ku dh
seq_1846	0	ka	NOUN	ka bh na
seq_1846	1	bh	VERB	ka bh na
seq_1846	2	na	NOUN	ka bh na
seq_1108	0	nan	NUM	nan ra ma da sa
seq_1108	1	ra	NOUN	nan ra ma da sa
seq_1108	2	ma	NOUN	nan ra ma da sa
seq_1108	3	da	VERB	nan ra ma da sa
seq_1109	4	sa	NOUN	nan ra ma da sa
seq_1386	0	sa	NOUN	sa ba sa ka
seq_1386	1	ba	ADJ	sa ba sa ka
seq_1387	2	sa	NOUN	sa ba sa ka
seq_1387	3	ka	NOUN	sa ba sa ka
seq_1850	0	ka	NOUN	ka la la
seq_1850	1	la	ADJ	ka la la
seq_1850	2	la	ADJ	ka la la
seq_1851	0	pa	NOUN	pa la ka
seq_1851	1	la	ADJ	pa la ka
seq_1851	2	ka	NOUN	pa la ka
seq_1852	0	da	VERB	da sh ka
seq_1852	1	sh	VERB	da sh ka
seq_1852	2	ka	NOUN	da sh ka
seq_1389	0	la	ADJ	la na ma na
seq_1390	1	na	NOUN	la na ma na
seq_1390	2	ma	NOUN	la na ma na
seq_1390	3	na	NOUN	la na ma na
seq_1390	0	bh	VERB	bh ra ka pa
seq_1391	1	ra	NOUN	bh ra ka pa
seq_1391	2	ka	NOUN	bh ra ka pa
seq_1391	3	pa	NOUN	bh ra ka pa
seq_1855	0	ka	NOUN	ka na ku
seq_1856	1	na	NOUN	ka na ku
seq_1856	2	ku	NOUN	ka na ku
seq_1856	0	ba	ADJ	ba na nan
seq_1857	1	na	NOUN	ba na nan
seq_1857	2	nan	NUM	ba na nan
seq_1857	0	na	NOUN	na sa na
seq_1858	1	sa	NOUN	na sa na
seq_1858	2	na	NOUN	na sa na
seq_1858	0	na	NOUN	na la da
seq_1859	1	la	ADJ	na la da
seq_1859	2	da	VERB	na la da
seq_1394	0	bh	VERB	bh ku sa ta
seq_1395	1	ku	NOUN	bh ku sa ta
seq_1395	2	sa	NOUN	bh ku sa ta
seq_1395	3	ta	NOUN	bh ku sa ta
seq_1116	0	na	NOUN	na ba ma ta ta
seq_1116	1	ba	ADJ	na ba ma ta ta
seq_1117	2	ma	NOUN	na ba ma ta ta
seq_1117	3	ta	NOUN	na ba ma ta ta
seq_1117	4	ta	NOUN	na ba ma ta ta
seq_931	0	ha	NOUN	ha gh na ku la ra
seq_931	1	gh	NOUN	ha gh na ku la ra
seq_931	2	na	NOUN	ha gh na ku la ra
seq_931	3	ku	NOUN	ha gh na ku la ra
seq_932	4	la	ADJ	ha gh na ku la ra
seq_932	5	ra	NOUN	ha gh na ku la ra
seq_1398	0	g	NOUN	g ta pa ma
seq_1398	1	ta	NOUN	g ta pa ma
seq_1399	2	pa	NOUN	g ta pa ma
seq_1399	3	ma	NOUN	g ta pa ma
seq_933	0	ma	NOUN	ma sh ja ta pa sa
seq_933	1	sh	VERB	ma sh ja ta pa sa
seq_933	2	ja	VERB	ma sh ja ta pa sa
seq_933	3	ta	NOUN	ma sh ja ta pa sa
seq_933	4	pa	NOUN	ma sh ja ta pa sa
seq_933	5	sa	NOUN	ma sh ja ta pa sa
seq_1401	0	la	ADJ	la da dh pa
seq_1401	1	da	VERB	la da dh pa
seq_1401	2	dh	VERB	la da dh pa
seq_1401	3	pa	NOUN	la da dh pa
seq_1869	0	pa	NOUN	pa re sh
seq_1869	1	re	VERB	pa re sh
seq_1870	2	sh	VERB	pa re sh
seq_1402	0	la	ADJ	la ku sa ga
seq_1403	1	ku	NOUN	la ku sa ga
seq_1403	2	sa	NOUN	la ku sa ga
seq_1403	3	ga	ADJ	la ku sa ga
seq_1403	0	na	NOUN	na la na la
seq_1404	1	la	ADJ	na la na la
seq_1404	2	na	NOUN	na la na la
seq_1404	3	la	ADJ	na la na la
seq_1873	0	pa	NOUN	pa na na
seq_1873	1	na	NOUN	pa na na
seq_1873	2	na	NOUN	pa na na
seq_1874	0	bh	VERB	bh pa ta
seq_1874	1	pa	NOUN	bh pa ta
seq_1874	2	ta	NOUN	bh pa ta
seq_1125	0	nan	NUM	nan nan pa ra gh
seq_1125	1	nan	NUM	nan nan pa ra gh
seq_1125	2	pa	NOUN	nan nan pa ra gh
seq_1125	3	ra	NOUN	nan nan pa ra gh
seq_1125	4	gh	NOUN	nan nan pa ra gh
seq_1876	0	dh	VERB	dh ra ka
seq_1877	1	ra	NOUN	dh ra ka
seq_1877	2	ka	NOUN	dh ra ka
seq_1877	0	na	NOUN	na nan na
seq_1878	1	nan	NUM	na nan na
seq_1878	2	na	NOUN	na nan na
seq_1127	0	ta	NOUN	ta ka ku dh ku
seq_1127	1	ka	NOUN	ta ka ku dh ku
seq_1127	2	ku	NOUN	ta ka ku dh ku
seq_1127	3	dh	VERB	ta ka ku dh ku
seq_1128	4	ku	NOUN	ta ka ku dh ku
seq_1410	0	ku	NOUN	ku na ga an
seq_1410	1	na	NOUN	ku na ga an
seq_1410	2	ga	ADJ	ku na ga an
seq_1411	3	an	ADP	ku na ga an
seq_1411	0	ka	NOUN	ka ja nan la
seq_1411	1	ja	VERB	ka ja nan la
seq_1411	2	nan	NUM	ka ja nan la
seq_1412	3	la	ADJ	ka ja nan la
seq_1883	0	pa	NOUN	pa ha na
seq_1883	1	ha	NOUN	pa ha na
seq_1883	2	na	NOUN	pa ha na
seq_1413	0	dh	VERB	dh pa pa ta
seq_1413	1	pa	NOUN	dh pa pa ta
seq_1413	2	pa	NOUN	dh pa pa ta
seq_1413	3	ta	NOUN	dh pa pa ta
seq_1885	0	ku	NOUN	ku ra ta
seq_1885	1	ra	NOUN	ku ra ta
seq_1886	2	ta	NOUN	ku ra ta
seq_1414	0	pu	ADJ	pu ma ma mu
seq_1415	1	ma	NOUN	pu ma ma mu
seq_1415	2	ma	NOUN	pu ma ma mu
seq_1415	3	mu	NOUN	pu ma ma mu
seq_1415	0	ma	NOUN	ma ka mu na
seq_1416	1	ka	NOUN	ma ka mu na
seq_1416	2	mu	NOUN	ma ka mu na
seq_1416	3	na	NOUN	ma ka mu na
seq_1889	0	ma	NOUN	ma pa ra
seq_1889	1	pa	NOUN	ma pa ra
seq_1889	2	ra	NOUN	ma pa ra
seq_1890	0	ba	ADJ	ba ta nan
seq_1890	1	ta	NOUN	ba ta nan
seq_1890	2	nan	NUM	ba ta nan
seq_1891	0	ka	NOUN	ka ta pa
seq_1891	1	ta	NOUN	ka ta pa
seq_1891	2	pa	NOUN	ka ta pa
seq_1419	0	sa	NOUN	sa sa sa na
seq_1419	1	sa	NOUN	sa sa sa na
seq_1419	2	sa	NOUN	sa sa sa na
seq_1419	3	na	NOUN	sa sa sa na
seq_1420	0	mu	NOUN	mu ra pa ma
seq_1420	1	ra	NOUN	mu ra pa ma
seq_1420	2	pa	NOUN	mu ra pa ma
seq_1420	3	ma	NOUN	mu ra pa ma
seq_1136	0	pa	NOUN	pa sa la ka na
seq_1137	1	sa	NOUN	pa sa la ka na
seq_1137	2	la	ADJ	pa sa la ka na
seq_1137	3	ka	NOUN	pa sa la ka na
seq_1137	4	na	NOUN	pa sa la ka na
seq_1422	0	ra	NOUN	ra na si ka
seq_1422	1	na	NOUN	ra na si ka
seq_1422	2	si	VERB	ra na si ka
seq_1423	3	ka	NOUN	ra na si ka
seq_1138	0	ka	NOUN	ka sa ta ba na
seq_1138	1	sa	NOUN	ka sa ta ba na
seq_1139	2	ta	NOUN	ka sa ta ba na
seq_1139	3	ba	ADJ	ka sa ta ba na
seq_1139	4	na	NOUN	ka sa ta ba na
seq_1424	0	ka	NOUN	ka ba la ma
seq_1424	1	ba	ADJ	ka ba la ma
seq_1425	2	la	ADJ	ka ba la ma
seq_1425	3	ma	NOUN	ka ba la ma
seq_1425	0	g	NOUN	g ka ta ka
seq_1425	1	ka	NOUN	g ka ta ka
seq_1426	2	ta	NOUN	g ka ta ka
seq_1426	3	ka	NOUN	g ka ta ka
seq_951	0	pa	NOUN	pa ka bh ka dh sa
seq_951	1	ka	NOUN	pa ka bh ka dh sa
seq_951	2	bh	VERB	pa ka bh ka dh sa
seq_951	3	ka	NOUN	pa ka bh ka dh sa
seq_951	4	dh	VERB	pa ka bh ka dh sa
seq_951	5	sa	NOUN	pa ka bh ka dh sa
seq_1428	0	dh	VERB	dh na ja ba
seq_1428	1	na	NOUN	dh na ja ba
seq_1428	2	ja	VERB	dh na ja ba
seq_1428	3	ba	ADJ	dh na ja ba
seq_1905	0	ka	NOUN	ka na na
seq_1905	1	na	NOUN	ka na na
seq_1906	2	na	NOUN	ka na na
seq_714	0	na	NOUN	na ta pa sa ba ka pa ra
seq_715	1	ta	NOUN	na ta pa sa ba ka pa ra
seq_715	2	pa	NOUN	na ta pa sa ba ka pa ra
seq_715	3	sa	NOUN	na ta pa sa ba ka pa ra
seq_715	4	ba	ADJ	na ta pa sa ba ka pa ra
seq_715	5	ka	NOUN	na ta pa sa ba ka pa ra
seq_715	6	pa	NOUN	na ta pa sa ba ka pa ra
seq_715	7	ra	NOUN	na ta pa sa ba ka pa ra
seq_1909	0	sa	NOUN	sa la ku
seq_1909	1	la	ADJ	sa la ku
seq_1909	2	ku	NOUN	sa la ku
seq_1910	0	ma	NOUN	ma sa pr
seq_1910	1	sa	NOUN	ma sa pr
seq_1910	2	pr	ADP	ma sa pr
seq_1146	0	ta	NOUN	ta ma bh nan la
seq_1146	1	ma	NOUN	ta ma bh nan la
seq_1147	2	bh	VERB	ta ma bh nan la
seq_1147	3	nan	NUM	ta ma bh nan la
seq_1147	4	la	ADJ	ta ma bh nan la
seq_1434	0	ma	NOUN	ma pa na ch
seq_1434	1	pa	NOUN	ma pa na ch
seq_1435	2	na	NOUN	ma pa na ch
seq_1435	3	ch	NOUN	ma pa na ch
seq_1148	0	na	NOUN	na ta pa sa ku
seq_1148	1	ta	NOUN	na ta pa sa ku
seq_1148	2	pa	NOUN	na ta pa sa ku
seq_1149	3	sa	NOUN	na ta pa sa ku
seq_1149	4	ku	NOUN	na ta pa sa ku
seq_1149	0	ra	NOUN	ra na pa ka ta
seq_1149	1	na	NOUN	ra na pa ka ta
seq_1149	2	pa	NOUN	ra na pa ka ta
seq_1150	3	ka	NOUN	ra na pa ka ta
seq_1150	4	ta	NOUN	ra na pa ka ta
seq_1150	0	ku	NOUN	ku la la ta ka
seq_1150	1	la	ADJ	ku la la ta ka
seq_1150	2	la	ADJ	ku la la ta ka
seq_1151	3	ta	NOUN	ku la la ta ka
seq_1151	4	ka	NOUN	ku la la ta ka
seq_822	0	la	ADJ	la dh ka la sa la re
seq_822	1	dh	VERB	la dh ka la sa la re
seq_822	2	ka	NOUN	la dh ka la sa la re
seq_822	3	la	ADJ	la dh ka la sa la re
seq_823	4	sa	NOUN	la dh ka la sa la re
seq_823	5	la	ADJ	la dh ka la sa la re
